"薬品名","棚番1","棚番2","棚番3","棚番4","棚番5","棚番6","棚番7"
"ヒューマリンＲ注ミリオペン","F","","","","","",""
"ヒューマログ注ミリオペン","F","","","","","",""
"ビラスチンＯＤ錠２０ｍｇ「明治」","E20","","","","","",""
"ビラノア錠２０ｍｇ","C15","","","","","",""
"ビラノアＯＤ錠２０ｍｇ","E20","","","","","",""
"ピリドキサール錠２０ｍｇ「ツルハラ」","E20","","","","","",""
"ﾋﾟﾙｼｶｲﾆﾄﾞ塩酸塩ｶﾌﾟｾﾙ25mg｢ｻﾜｲ｣","E17","","","","","",""
"ﾋﾟﾙｼｶｲﾆﾄﾞ塩酸塩ｶﾌﾟｾﾙ50mg｢ｻﾜｲ｣","E17","","","","","",""
"ビルダグリプチン錠５０ｍｇ「サワイ」","E20","","","","","",""
"ヒルドイドフォーム０．３％","G10","","","","","",""
"ヒルドイドソフト軟膏０．３％","G9","E7","C3","G7","","",""
"ヒルドイドローション０．３％","G10","E7","C2","G7","","",""
"ヒルナミン錠（２５ｍｇ）","E20","","","","","",""
"ヒルナミン錠（５ｍｇ）","E20","","","","","",""
"ヒルナミン錠（５０ｍｇ）","E17","","","","","",""
"ビレーズトリエアロスフィア１２０吸入","E9","","","","","",""
"ビレーズトリエアロスフィア５６吸入","E9","","","","","",""
"ピレスパ錠２００ｍｇ","E17","","","","","",""
"ピレチア錠（２５ｍｇ）","E20","","","","","",""
"ﾋﾟﾚﾉｷｼﾝ懸濁性点眼液0.005%｢参天｣","E10","","","","","",""
"ビンダケルカプセル２０ｍｇ","O","","","","","",""
"ファモチジンＤ錠２０ｍｇ「サワイ」","E21","","","","","",""
"ファモチジンＯＤ錠１０ｍｇ「テバ」","E21","P","","","","",""
"ファモチジンＯＤ錠２０ｍｇ「テバ」","E21","P","","","","",""
"ファモチジン散１０％「サワイ」","E3","","","","","",""
"ファロム錠１５０ｍｇ","E21","C15","","","","",""
"ファロム錠２００ｍｇ","E21","","","","","",""
"ファロムドライシロップ小児用１０％","C11","","","","","",""
"ファンギゾンシロップ１００ｍｇ／ｍＬ","D1","","","","","",""
"フィアスプ注　フレックスタッチ","","","","","","",""
"フィコンパ錠４ｍｇ","E21","","","","","",""
"フィジオ１４０輸液","K16","","","","","",""
"ﾌｨﾅｽﾃﾘﾄﾞ錠(999999999935)","E14","","","","","",""
"フィナステリド錠１ｍｇ","","","","","","",""
"フィナステリド錠１ｍｇ「ＶＴＲＳ」","E14","","","","","",""
"フィブラストスプレー２５０","F","","","","","",""
"ﾌｪｷｿﾌｪﾅｼﾞﾝ塩酸塩錠60mg｢SANIK｣","E11","P","C21","","","",""
"ﾌｪｷｿﾌｪﾅｼﾞﾝ塩酸塩DS5%｢ﾄｰﾜ｣","C11","","","","","",""
"ﾌｪｷｿﾌｪﾅｼﾞﾝ塩酸塩錠30mg｢ｻﾜｲ｣","E21","","","","","",""
"ﾌｪｷｿﾌｪﾅｼﾞﾝ塩酸塩錠60mg｢杏林｣","E11","","","","","",""
"ﾌｪﾉﾌｨﾌﾞﾗｰﾄ錠53.3mg｢武田ﾃﾊﾞ｣","E21","","","","","",""
"ﾌｪﾉﾌｨﾌﾞﾗｰﾄ錠80mg｢武田ﾃﾊﾞ｣","E21","","","","","",""
"フェノバール散１０％","C10","","","","","",""
"ﾌｪﾌﾞｷｿｽﾀｯﾄ錠10mg｢ｹﾐﾌｧ｣","E21","P","","","","",""
"フェブリク錠２０ｍｇ","E21","P","","","","",""
"ﾌｪﾌﾞｷｿｽﾀｯﾄ錠20mg｢ｹﾐﾌｧ｣","P","E21","","","","",""
"ﾌｪﾌﾞｷｿｽﾀｯﾄ錠40mg｢ｹﾐﾌｧ｣","E21","","","","","",""
"フェルビナクスチック軟膏３％「三笠」","G5","","","","","",""
"ﾌｪﾙﾑｶﾌﾟｾﾙ100mg(鉄100mg)","E21","","","","","",""
"フェルビナクローション３％「三笠」","A2","","","","","",""
"フェロ・グラデュメット錠１０５ｍｇ","E21","","","","","",""
"フェロミア錠５０ｍｇ","E21","","","","","",""
"フェロミア顆粒８．３％","E3","C10","","","","",""
"フェロベリン配合錠","E21","","","","","",""
"ﾌｪﾝﾀﾆﾙ注射液0.1mg｢第一三共｣","E6","","","","","",""
"ﾌｪﾝﾀﾆﾙｸｴﾝ酸塩1日用ﾃｰﾌﾟ4mg｢第一三共｣","","","","","","",""
"ﾌｪﾝﾀﾆﾙ3日用ﾃｰﾌﾟ2.1mg｢HMT｣","E6","","","","","",""
"ﾌｪﾝﾀﾆﾙ3日用ﾃｰﾌﾟ8.4mg｢HMT｣","E6","","","","","",""
"フェントステープ０．５ｍｇ","E6","","","","","",""
"ﾌｪﾝﾀﾆﾙｸｴﾝ酸塩1日用ﾃｰﾌﾟ2mg｢第一三共｣","E6","","","","","",""
"フェントステープ４ｍｇ","E6","","","","","",""
"ﾌｪﾝﾀﾆﾙｸｴﾝ酸塩1日用ﾃｰﾌﾟ1mg｢第一三共｣","E6","","","","","",""
"フェントステープ１ｍｇ","E6","","","","","",""
"フェントステープ２ｍｇ","E6","","","","","",""
"フォシーガ錠１０ｍｇ","E21","","","","","",""
"フォシーガ錠５ｍｇ","E21","","","","","",""
"フォゼベル錠５ｍｇ","E21","","","","","",""
"フォリアミン錠","E21","P","","","","",""
"袋ｵﾌﾞﾗｰﾄH289(100枚)(999999999904)","","","","","","",""
"フシジンレオ軟膏２％","C2","N1","","","","",""
"フスコデ配合錠","E21","","","","","",""
"ブスコパン錠１０ｍｇ","E21","","","","","",""
"フスコデ配合シロップ","D1","","","","","",""
"フスタゾール糖衣錠１０ｍｇ","E21","","","","","",""
"ﾌﾞﾃﾞｿﾆﾄﾞ吸入液0.25mg｢武田ﾃﾊﾞ｣","E9","","","","","",""
"ﾌﾞﾃﾅﾌｨﾝ塩酸塩ｸﾘｰﾑ1%｢VTRS｣","N4","","","","","",""
"ブテナフィン塩酸塩液１％「トーワ」","E7","","","","","",""
"ブデホル吸入粉末剤６０吸入「ＪＧ」","E9","","","","","",""
"ぶどう糖 2.5g×18粒(999999999934)","","","","","","",""
"ブドウ糖「フソー」","E3","","","","","",""
"フラジール内服錠２５０ｍｇ","C7","E21","","","","",""
"フラジール腟錠２５０ｍｇ","C7","","","","","",""
"プラノバール配合錠","E21","","","","","",""
"プラノプロフェン点眼液０．１％「参天」","E10","","","","","",""
"プラバスタチンＮａ錠１０ｍｇ「サワイ」","E21","P","","","","",""
"プラバスタチンＮａ錠５ｍｇ「ＮＩＧ」","E21","","","","","",""
"プラビックス錠７５ｍｇ","E21","","","","","",""
"ﾌﾟﾗﾐﾍﾟｷｿｰﾙ塩酸塩錠0.125mg｢DSEP｣","E17","","","","","",""
"ﾌﾟﾗﾐﾍﾟｷｿｰﾙ塩酸塩錠0.5mg｢DSEP｣","E17","","","","","",""
"ﾌﾟﾗﾐﾍﾟｷｿｰﾙ塩酸塩LA錠0.375mgMI｢DSEP｣","E17","","","","","",""
"ﾌﾟﾗﾐﾍﾟｷｿｰﾙ塩酸塩LA錠1.5mgMI｢DSEP｣","E17","","","","","",""
"プランルカストＤＳ１０％「タカタ」","E3","","","","","",""
"ﾌﾟﾗﾝﾙｶｽﾄｶﾌﾟｾﾙ112.5mg｢ｻﾜｲ｣","E21","","","","","",""
"フランドルテープ４０ｍｇ","E5","","","","","",""
"ﾌﾟﾗﾝﾙｶｽﾄ錠112.5｢EK｣(112.5mg)","E21","P","","","","",""
"ﾌﾞﾘﾓﾆｼﾞﾝ酒石酸塩点眼液0.1%｢SEC｣","E10","","","","","",""
"プリンペラン注射液１０ｍｇ","N3","","","","","",""
"ﾌﾞﾘﾝｿﾞﾗﾐﾄﾞ懸濁性点眼液1%｢ﾆｯﾄｰ｣","E10","","","","","",""
"プリンペラン錠５(５ｍｇ)","E21","","","","","",""
"フルイトラン錠２ｍｇ","E21","","","","","",""
"ﾌﾙｵﾛﾒﾄﾛﾝ点眼液0.02%｢NIT｣","E10","","","","","",""
"ﾌﾙｵﾛﾒﾄﾛﾝ点眼液0.1%｢NIT｣","E10","","","","","",""
"フルコート軟膏０．０２５％","C5","N4","","","","",""
"プルゼニド錠１２ｍｇ","E21","","","","","",""
"フルタイド１００ディスカス","E9","","","","","",""
"フルタイド２００ディスカス","E9","","","","","",""
"ﾌﾙﾁｶｿﾞﾝﾌﾗﾝｶﾙﾎﾞﾝ酸ｴｽﾃﾙ点鼻液27.5μg｢武田ﾃﾊﾞ｣56噴霧用","E9","","","","","",""
"ﾌﾙﾁｶｿﾞﾝﾌﾟﾛﾋﾟｵﾝ酸ｴｽﾃﾙ点鼻液50μg｢CEO｣56噴霧用","G6","","","","","",""
"ﾌﾙﾁｶｿﾞﾝﾌﾟﾛﾋﾟｵﾝ酸ｴｽﾃﾙ点鼻液50μg｢DSP｣56噴霧用","G6","","","","","",""
"ﾌﾙﾁｶｿﾞﾝﾌﾗﾝｶﾙﾎﾞﾝ酸ｴｽﾃﾙ点鼻液27.5μg｢武田ﾃﾊﾞ｣120噴霧用","E9","","","","","",""
"ﾌﾙﾃｨﾌｫｰﾑ125ｴｱｿﾞｰﾙ120吸入用","E9","","","","","",""
"ﾌﾙﾃｨﾌｫｰﾑ125ｴｱｿﾞｰﾙ56吸入用","E9","","","","","",""
"フルニトラゼパム錠１ｍｇ「ＪＧ」","E19","P","","","","",""
"フルニトラゼパム錠２ｍｇ「ＪＧ」","E19","","","","","",""
"フルバスタチン錠２０ｍｇ「サワイ」","E21","","","","","",""
"ﾌﾙﾎﾞｷｻﾐﾝﾏﾚｲﾝ酸塩錠25mg｢ｻﾜｲ｣","E21","","","","","",""
"フルメトロン点眼液０．０２％","E10","","","","","",""
"フルメタ軟膏","C2","N2","G10","G11","","",""
"フルメタローション","C2","","","","","",""
"プレガバリンＯＤ錠２５ｍｇ「ＶＴＲＳ」","E21","P","","","","",""
"プレガバリンＯＤ錠７５ｍｇ「ＶＴＲＳ」","E21","P","","","","",""
"プレタールＯＤ錠５０ｍｇ","E21","","","","","",""
"プレドニゾロン錠１ｍｇ（旭化成）","E21","P","","","","",""
"プレドニゾロン錠２．５ｍｇ「ＮＰ」","E21","","","","","",""
"プレドニン錠５ｍｇ","E21","","","","","",""
"プレドニゾロン錠５ｍｇ（旭化成）","E21","","","","","",""
"プレドニン眼軟膏","C7","","","","","",""
"プレドニゾロン散「タケダ」１％","C10","","","","","",""
"プレドニゾロン錠「タケダ」５ｍｇ","E21","P","","","","",""
"ﾌﾟﾛｶﾃﾛｰﾙ塩酸塩ｼﾛｯﾌﾟ5μg/mL 日医工(0.0005%)","D1","","","","","",""
"プログラフカプセル１ｍｇ","E17","","","","","",""
"プロクトセディル坐薬","N3","","","","","",""
"フロジン外用液５％","E4","A2","","","","",""
"プロスタンディン軟膏０．００３％","C6","","","","","",""
"フロセミド錠１０ｍｇ「ＮＰ」","E21","P","","","","",""
"フロセミド錠２０ｍｇ「ＮＩＧ」","E21","P","","","","",""
"フロセミド錠４０ｍｇ「ＮＩＧ」","E21","","","","","",""
"フロセミド細粒４％「ＥＭＥＣ」","E3","","","","","",""
"プロタノールＳ錠１５ｍｇ","E17","","","","","",""
"ブロチゾラム錠０．２５ｍｇ「ＥＭＥＣ」","E19","","","","","",""
"ブロチゾラム錠０．２５ｍｇ「サワイ」","E19","P","","","","",""
"ﾌﾞﾛﾁｿﾞﾗﾑOD錠0.25mg｢ｻﾜｲ｣","E19","P","","","","",""
"プロテカジン錠１０","E21","","","","","",""
"プロトピック軟膏０．１％","C7","N2","E8","","","",""
"プロノン錠１００ｍｇ","E17","","","","","",""
"プロノン錠１５０ｍｇ","E17","","","","","",""
"プロピベリン塩酸塩錠１０ｍｇ「あすか」","E21","","","","","",""
"プロブコール錠２５０ｍｇ「サワイ」","E21","","","","","",""
"プロペト","G9","C4","G7","","","",""
"プロマック顆粒１５％","E3","","","","","",""
"ブロマゼパム坐剤３ｍｇ「サンド」","F","","","","","",""
"ブロマゼパム錠２ｍｇ「サンド」","E19","","","","","",""
"ブロマゼパム錠５ｍｇ「サンド」","E19","","","","","",""
"ﾌﾞﾛﾑﾌｪﾅｸNa点眼液0.1%｢ﾆｯﾄｰ｣","E10","","","","","",""
"ﾌﾞﾛﾑﾍｷｼﾝ塩酸塩吸入液0.2%｢ﾀｲﾖｰ｣","D2","F","","","","",""
"ﾌﾞﾛﾑﾍｷｼﾝ塩酸塩ｼﾛｯﾌﾟ0.08%｢ﾄｰﾜ｣","D2","","","","","",""
"ﾌﾞﾛﾒﾗｲﾝ軟膏5万単位/g(ｼﾞｪｲﾄﾞﾙﾌ)(50,000単位)","C5","N4","","","","",""
"フロモックス錠１００ｍｇ","E21","","","","","",""
"フロリードＤクリーム１％","C4","N4","","","","",""
"フロリードゲル経口用２％","C4","N1","","","","",""
"フロリード腟坐剤１００ｍｇ","F","","","","","",""
"ベオーバ錠５０ｍｇ","E22","","","","","",""
"ペキロンクリーム０．５％","C6","N4","","","","",""
"ﾍﾞｸﾛﾒﾀｿﾞﾝﾊﾟｳﾀﾞｰ25μgﾄｰﾜ(1.50mg0.9087g)","G10","","","","","",""
"ベサコリン散５％","C10","","","","","",""
"ﾍﾞｻﾞﾌｨﾌﾞﾗｰﾄSR錠200mg｢ｻﾜｲ｣","E22","","","","","",""
"ベシケア錠５ｍｇ","E22","P","","","","",""
"ベストロン耳鼻科用１％","E9","","","","","",""
"ベストロン点眼用０．５％","E10","","","","","",""
"ベセルナクリーム５％","F","","","","","",""
"ベタキソロール塩酸塩錠５ｍｇ「サワイ」","E22","","","","","",""
"ベタニス錠２５ｍｇ","E17","P","","","","",""
"ベタニス錠５０ｍｇ","E17","P","","","","",""
"ﾍﾞﾀﾋｽﾁﾝﾒｼﾙ酸塩錠6mg｢CEO｣","E22","P","","","","",""
"ベタメタゾン錠０．５ｍｇ「サワイ」","E22","","","","","",""
"ﾍﾞﾀﾒﾀｿﾞﾝ酪酸ｴｽﾃﾙﾌﾟﾛﾋﾟｵﾝ酸ｴｽﾃﾙﾛｰｼｮﾝ0.05%｢MYK｣","N2","","","","","",""
"ﾍﾞﾀﾒﾀｿﾞﾝ酪酸ｴｽﾃﾙﾌﾟﾛﾋﾟｵﾝ酸ｴｽﾃﾙｸﾘｰﾑ0.05%｢MYK｣","C6","A2","E8","B1","","",""
"ﾍﾞﾀﾒﾀｿﾞﾝ吉草酸ｴｽﾃﾙｸﾘｰﾑ0.12%｢YD｣","N4","","","","","",""
"ﾍﾞﾀﾒﾀｿﾞﾝﾘﾝ酸ｴｽﾃﾙNa･PF眼耳鼻科用液0.1%｢日点｣","E10","","","","","",""
"ﾍﾞﾀﾒﾀｿﾞﾝ酪酸ｴｽﾃﾙﾌﾟﾛﾋﾟｵﾝ酸ｴｽﾃﾙ軟膏0.05%｢MYK｣","E8","A2","C9","G10","C6","B1",""
"ﾍﾞﾀﾒﾀｿﾞﾝ吉草酸ｴｽﾃﾙﾛｰｼｮﾝ0.12%｢ｲﾜｷ｣","E4","","","","","",""
"ベトネベート軟膏０．１２％","C6","N4","","","","",""
"ベトノバールＧ軟膏０．１２％","C6","G11","","","","",""
"ベニジピン塩酸塩錠２ｍｇ「ＯＭＥ」","E17","","","","","",""
"ベニジピン塩酸塩錠４ｍｇ「ＯＭＥ」","P","E17","","","","",""
"ベネット錠１７．５ｍｇ","E17","","","","","",""
"ﾍﾊﾟﾘﾝ類似物質油性ｸﾘｰﾑ0.3%｢ｹﾝｴｰ｣","","","","","","",""
"ﾍﾊﾟﾘﾝNaﾛｯｸ用100単位/mLｼﾘﾝｼﾞ10mL｢ﾆﾌﾟﾛ｣","A3","","","","","",""
"ﾍﾊﾟﾘﾝ類似物質油性ｸﾘｰﾑ0.3%｢日医工｣","G9","C3","G7","E8","","",""
"ﾍﾊﾟﾘﾝ類似物質ｸﾘｰﾑ0.3%｢日医工｣","G9","C3","G7","","","",""
"ﾍﾊﾟﾘﾝ類似物質油性ｸﾘｰﾑ0.3%｢ﾆｯﾄｰ｣","G7","C3","","","","",""
"ﾍﾊﾟﾘﾝ類似物質外用ｽﾌﾟﾚｰ0.3%｢ｻﾄｳ｣","G10","","","","","",""
"ﾍﾊﾟﾘﾝ類似物質外用泡状ｽﾌﾟﾚｰ0.3%｢ﾆｯﾄｰ｣","","","","","","",""
"ﾍﾊﾟﾘﾝ類似物質ﾛｰｼｮﾝ0.3%｢NIT｣","G7","","","","","",""
"ﾍﾊﾟﾘﾝ類似物質ﾛｰｼｮﾝ0.3%｢日医工｣","G9","G7","","","","",""
"ﾍﾊﾟﾘﾝﾅﾄﾘｳﾑ注1万単位/10mL｢ﾆﾌﾟﾛ｣(1万単位)","N3","","","","","",""
"ベピオゲル２．５％","F","","","","","",""
"ベピオローション２．５％","F","","","","","",""
"ベプリコール錠５０ｍｇ","E17","","","","","",""
"ベプリジル塩酸塩錠５０ｍｇ「ＴＥ」","E17","","","","","",""
"ﾍﾞﾎﾟﾀｽﾁﾝﾍﾞｼﾙ酸塩錠10mg｢ﾀﾅﾍﾞ｣","E11","A5","P","","","",""
"ﾍﾞﾎﾟﾀｽﾁﾝﾍﾞｼﾙ酸塩OD錠10mg｢ﾀﾅﾍﾞ｣","C12","","","","","",""
"ﾍﾞﾎﾟﾀｽﾁﾝﾍﾞｼﾙ酸塩OD錠5mg｢ﾀﾅﾍﾞ｣","E11","","","","","",""
"ヘモナーゼ配合錠","E22","","","","","",""
"ヘモポリゾン軟膏","N3","","","","","",""
"ヘモレックス軟膏","N3","","","","","",""
"ベラパミル塩酸塩錠４０ｍｇ「タイヨー」","E22","P","","","","",""
"ベラプロストＮａ錠２０μｇ「サワイ」","E17","","","","","",""
"ベリチーム配合顆粒","C11","","","","","",""
"ベルソムラ錠１０ｍｇ","E22","","","","","",""
"ベルソムラ錠１５ｍｇ","E22","","","","","",""
"ベルソムラ錠２０ｍｇ","E22","","","","","",""
"ヘルベッサーＲカプセル１００ｍｇ","E22","","","","","",""
"ペロスピロン塩酸塩錠４ｍｇ「アメル」","E17","","","","","",""
"ペロスピロン塩酸塩錠８ｍｇ「アメル」","E17","","","","","",""
"ベンザリン細粒１％","G10","","","","","",""
"ベンザリン錠１０","E19","","","","","",""
"ベンザリン錠２(２ｍｇ)","E19","","","","","",""
"ベンズブロマロン錠２５ｍｇ「ＮＩＧ」","E17","","","","","",""
"ペンニードルプラス　32G","A5","","","","","",""
"ボアラクリーム０．１２％","C7","N1","","","","",""
"ボアラ軟膏０．１２％","C7","N1","","","","",""
"ホクナリンテープ２ｍｇ","E5","","","","","",""
"ホクナリン錠１ｍｇ","E22","","","","","",""
"ﾎﾞｸﾞﾘﾎﾞｰｽOD錠0.2mg｢武田ﾃﾊﾞ｣","E22","","","","","",""
"ボグリボースＯＤ錠０．３ｍｇ「トーワ」","E22","","","","","",""
"強力ポステリザン（軟膏）","N3","","","","","",""
"ポステリザンＦ坐薬","F","","","","","",""
"ホスミシン錠５００","E22","","","","","",""
"ボナロン経口ゼリー３５ｍｇ","E17","","","","","",""
"ボノサップパック４００","","","","","","",""
"ポビドンヨードガーグル液７％「明治」","C5","","","","","",""
"ポビドンヨードゲル１０％「ケンエー」","G8","","","","","",""
"ボラザＧ坐剤","N3","","","","","",""
"ボラザＧ軟膏","N3","","","","","",""
"ポラプレジンクＯＤ錠７５ｍｇ「サワイ」","E22","P","","","","",""
"ﾎﾟﾘｶﾙﾎﾞﾌｨﾙCa細粒83.3%｢日医工｣","E3","","","","","",""
"ボリコナゾール錠１００ｍｇ「ＪＧ」","E17","","","","","",""
"ボリコナゾール錠２００ｍｇ「ＤＳＥＰ」","E17","","","","","",""
"ﾎﾟﾘｽﾁﾚﾝｽﾙﾎﾝ酸Ca経口ｾﾞﾘｰ20%分包25g｢三和｣","G3","","","","","",""
"ボルズィ錠５ｍｇ","","","","","","",""
"ボルタレン錠２５ｍｇ","E17","","","","","",""
"ボルタレンゲル１％","C1","A2","","","","",""
"ボレー外用液１％","E7","","","","","",""
"ボンアルファハイ軟膏２０μｇ／ｇ","C1","N2","","","","",""
"ボンアルファ軟膏２μｇ／ｇ","N2","","","","","",""
"ボンアルファローション２μｇ／ｇ","E4","C2","","","","",""
"ボンビバ錠１００ｍｇ","E17","","","","","",""
"マーズレンＳ配合顆粒","C11","A4","B4","C10","E3","",""
"マイクロファインプロ32Ｇ4㎜ＢーＤ","A5","","","","","",""
"ﾏｲｸﾛﾌｧｲﾝﾌﾟﾗｽ31G5mmB-D","A5","","","","","",""
"マイコスポールクリーム１％","C1","N4","","","","",""
"マイザークリーム０．０５％","C8","G7","G10","E8","G11","",""
"マイザー軟膏０．０５％","C8","G7","E8","G10","C9","C7","G9"
"マイスリー錠１０ｍｇ","E19","","","","","",""
"マイスリー錠５ｍｇ","E19","","","","","",""
"マイテラーゼ錠１０ｍｇ","E18","E22","","","","",""
"ﾏｷｻｶﾙｼﾄｰﾙ軟膏25μg/g｢PP｣(0.0025%)","E8","","","","","",""
"ﾏｷｻｶﾙｼﾄｰﾙ軟膏25μg/g｢ﾀｶﾀ｣","C1","C8","N2","","","",""
"マグミット錠２５０ｍｇ","E14","P","","","","",""
"マグミット錠３３０ｍｇ","E14","P","","","","",""
"マグミット錠５００ｍｇ","E14","P","","","","",""
"マドパー配合錠Ｌ１００","E22","","","","","",""
"マドパー配合錠Ｌ５０","E22","","","","","",""
"マンジャロ皮下注１０ｍｇアテオス","F","","","","","",""
"マンジャロ皮下注１２．５ｍｇアテオス","","","","","","",""
"マンジャロ皮下注１５ｍｇアテオス","","","","","","",""
"マンジャロ皮下注２．５ｍｇアテオス","F","","","","","",""
"マンジャロ皮下注７．５ｍｇアテオス","F","","","","","",""
"ミオナール錠５０ｍｇ","E22","","","","","",""
"ミカムロ配合錠ＡＰ","E18","","","","","",""
"ミグリトールＯＤ錠５０ｍｇ「サワイ」","E22","","","","","",""
"ミグリトールＯＤ錠７５ｍｇ「サワイ」","E22","","","","","",""
"ミケルナ配合点眼液","E10","","","","","",""
"ミコンビ配合錠ＢＰ","E22","","","","","",""
"ﾐﾁｸﾞﾘﾆﾄﾞCa･OD錠10mg｢JG｣","E22","","","","","",""
"ミドドリン塩酸塩錠２ｍｇ「サワイ」","E22","","","","","",""
"ミニトロテープ２７ｍｇ","E5","","","","","",""
"ミニリンメルトＯＤ錠２４０μｇ","E18","","","","","",""
"ミニリンメルトＯＤ錠１２０μｇ","E18","","","","","",""
"ミネブロ錠２．５ｍｇ","E22","","","","","",""
"ミネブロ錠５ｍｇ","E22","","","","","",""
"ミネブロＯＤ錠２．５ｍｇ","E22","","","","","",""
"ﾐﾉｻｲｸﾘﾝ塩酸塩錠100mg｢ｻﾜｲ｣","C21","","","","","",""
"ﾐﾉｻｲｸﾘﾝ塩酸塩錠50mg｢ｻﾜｲ｣","C21","","","","","",""
"ミノドロン酸錠５０ｍｇ「ＪＧ」","E18","","","","","",""
"ミノマイシンカプセル１００ｍｇ","C12","C21","","","","",""
"ミノマイシンカプセル５０ｍｇ","C16","C21","","","","",""
"ミヤＢＭ錠","A6","P","","","","",""
"ミヤＢＭ細粒","A4","","","","","",""
"ミラペックスＬＡ錠１．５ｍｇ","E18","","","","","",""
"ﾐﾘｽﾃｰﾌﾟ5mg(4.05cm×4.50cm)","E5","","","","","",""
"ミルタザピンＯＤ錠１５ｍｇ「サワイ」","E18","P","","","","",""
"ムコサールドライシロップ１．５％","C10","","","","","",""
"ムコサール錠１５ｍｇ","E22","","","","","",""
"ムコスタ錠１００ｍｇ","E22","","","","","",""
"ムコスタ点眼液ＵＤ２％","C21","G11","","","","",""
"ムコダイン錠５００ｍｇ","E22","","","","","",""
"ムコフィリン吸入液２０％","E9","G5","","","","",""
"メインテート錠０．６２５ｍｇ","E22","","","","","",""
"メインテート錠５ｍｇ","E22","","","","","",""
"ﾒｷｼﾚﾁﾝ塩酸塩ｶﾌﾟｾﾙ100mg｢ｻﾜｲ｣","E18","","","","","",""
"ﾒｷｼﾚﾁﾝ塩酸塩ｶﾌﾟｾﾙ100mg｢ﾄｰﾜ｣","E18","","","","","",""
"メキタジン錠３ｍｇ「ＮＩＧ」","E22","","","","","",""
"メコバラミン錠５００μｇ「ＳＷ」","E22","P","","","","",""
"メサデルムクリーム０．１％","C6","N2","","","","",""
"メジコン錠１５ｍｇ","E22","","","","","",""
"メスチノン錠６０ｍｇ","E18","","","","","",""
"メチコバール錠２５０μｇ","E22","","","","","",""
"メチコバール錠５００μｇ","C13","","","","","",""
"メチルジゴキシン錠０．１ｍｇ「ＮＩＧ」","E18","","","","","",""
"滅菌精製水「ケンエー」","D2","D3","","","","",""
"メトアナ配合錠ＨＤ","E18","","","","","",""
"メトグルコ錠２５０ｍｇ","A6","P","E18","","","",""
"メトクロプラミド錠５ｍｇ「トーワ」","E22","P","","","","",""
"ﾒﾄﾄﾚｷｻｰﾄｶﾌﾟｾﾙ2mg｢ｻﾜｲ｣","O","","","","","",""
"メトトレキサート錠２ｍｇ「あゆみ」","E18","","","","","",""
"ﾒﾄﾌﾟﾛﾛｰﾙ酒石酸塩錠20mg｢ｻﾜｲ｣","E18","","","","","",""
"ﾒﾄﾎﾙﾐﾝ塩酸塩錠250mgMT｢ﾄｰﾜ｣","E18","","","","","",""
"ﾒﾄﾎﾙﾐﾝ塩酸塩錠500mgMT｢ﾄｰﾜ｣","E18","","","","","",""
"ﾒﾄﾎﾙﾐﾝ塩酸塩錠500mgMT｢DSEP｣","E18","","","","","",""
"メネシット配合錠１００","E22","","","","","",""
"メバロチン錠１０","E22","","","","","",""
"メプチンミニ錠２５μｇ","E22","","","","","",""
"メプチンエアー１０μｇ吸入１００回","E9","","","","","",""
"メプチン吸入液０．０１％","D2","F","","","","",""
"メプチン吸入液ユニット０．３ｍＬ","E9","","","","","",""
"メプチンドライシロップ０．００５％","E3","","","","","",""
"メホビル配合錠ＨＤ「トーワ」","E18","","","","","",""
"メマリー錠１０ｍｇ","E18","P","","","","",""
"ﾒﾏﾝﾁﾝ塩酸塩OD錠10mg｢DSEP｣","E18","P","","","","",""
"ﾒﾏﾝﾁﾝ塩酸塩OD錠20mg｢DSEP｣","E18","","","","","",""
"ﾒﾏﾝﾁﾝ塩酸塩OD錠5mg｢DSEP｣","E18","P","","","","",""
"メリスロン錠６ｍｇ","E22","","","","","",""
"メルカゾール錠５ｍｇ","E22","","","","","",""
"メロキシカム錠１０ｍｇ「サワイ」","E18","","","","","",""
"メンタックスクリーム１％","C1","","","","","",""
"モイゼルト軟膏１％","A2","","","","","",""
"モーラステープ２０ｍｇ","G3","","","","","",""
"モーラステープＬ４０ｍｇ","G3","","","","","",""
"モーラスパップ３０ｍｇ","G3","","","","","",""
"モーラスパップ６０ｍｇ","G2","","","","","",""
"モーラスパップＸＲ１２０ｍｇ","G3","","","","","",""
"モーラスパップＸＲ２４０ｍｇ","G2","","","","","",""
"ﾓｷｼﾌﾛｷｻｼﾝ点眼液0.5%｢日点｣","","","","","","",""
"ﾓｻﾌﾟﾘﾄﾞｸｴﾝ酸塩錠2.5mg｢日医工｣","E22","","","","","",""
"モサプリドクエン酸塩錠５ｍｇ「ＡＡ」","E22","P","","","","",""
"モビコール配合内用剤ＨＤ","G2","","","","","",""
"モビコール配合内用剤ＬＤ","G3","","","","","",""
"ﾓﾒﾀｿﾞﾝ点鼻液50μg｢杏林｣56噴霧用","E9","","","","","",""
"モンテルカスト錠１０ｍｇ「ＫＭ」","E22","P","","","","",""
"モンテルカストＯＤ錠１０ｍｇ「サワイ」","E22","","","","","",""
"モンテルカスト細粒４ｍｇ「タカタ」","E3","G11","","","","",""
"モンテルカスト細粒４ｍｇ「ニプロ」","G10","","","","","",""
"ﾓﾝﾃﾙｶｽﾄﾁｭｱﾌﾞﾙ錠5mg｢科研｣","E22","","","","","",""
